"Date","Price","Open","High","Low","Change %"
"Sep 29, 1988","33.000","33.000","33.000","33.000","-0.03%"
"Sep 28, 1988","33.010","33.010","33.010","33.010","0.00%"
"Sep 27, 1988","33.010","33.010","33.010","33.010","0.00%"
"Sep 26, 1988","33.010","33.010","33.010","33.010","0.00%"
"Sep 23, 1988","33.010","33.010","33.010","33.010","0.00%"
"Sep 22, 1988","33.010","33.010","33.010","33.010","0.03%"
"Sep 21, 1988","33.000","33.000","33.000","33.000","0.00%"
"Sep 20, 1988","33.000","33.000","33.000","33.000","2.07%"
"Sep 19, 1988","32.330","32.330","32.330","32.330","-2.00%"
"Sep 16, 1988","32.990","32.990","32.990","32.990","-0.03%"
"Sep 15, 1988","33.000","33.000","33.000","33.000","0.09%"
"Sep 14, 1988","32.970","32.970","32.970","32.970","0.00%"
"Sep 13, 1988","32.970","32.970","32.970","32.970","0.03%"
"Sep 12, 1988","32.960","32.960","32.960","32.960","0.00%"
"Sep 09, 1988","32.960","32.960","32.960","32.960","0.00%"
"Sep 08, 1988","32.960","32.960","32.960","32.960","0.00%"
"Sep 07, 1988","32.960","32.960","32.960","32.960","0.00%"
"Sep 06, 1988","32.960","32.960","32.960","32.960","-0.03%"
"Sep 02, 1988","32.970","32.970","32.970","32.970","0.03%"
"Sep 01, 1988","32.960","32.960","32.960","32.960","0.24%"
"Aug 31, 1988","32.880","32.880","32.880","32.880","-0.03%"
"Aug 30, 1988","32.890","32.890","32.890","32.890","-0.09%"
"Aug 29, 1988","32.920","32.920","32.920","32.920","0.00%"
"Aug 26, 1988","32.920","32.920","32.920","32.920","0.00%"
"Aug 25, 1988","32.920","32.920","32.920","32.920","0.00%"
"Aug 24, 1988","32.920","32.920","32.920","32.920","0.27%"
"Aug 23, 1988","32.830","32.830","32.830","32.830","0.31%"
"Aug 22, 1988","32.730","32.730","32.730","32.730","0.28%"
"Aug 19, 1988","32.640","32.640","32.640","32.640","0.31%"
"Aug 18, 1988","32.540","32.540","32.540","32.540","0.22%"
"Aug 17, 1988","32.470","32.470","32.470","32.470","0.12%"
"Aug 16, 1988","32.430","32.430","32.430","32.430","0.09%"
"Aug 15, 1988","32.400","32.400","32.400","32.400","0.12%"
"Aug 12, 1988","32.360","32.360","32.360","32.360","-0.03%"
"Aug 11, 1988","32.370","32.370","32.370","32.370","0.12%"
"Aug 10, 1988","32.330","32.330","32.330","32.330","0.25%"
"Aug 09, 1988","32.250","32.250","32.250","32.250","0.03%"
"Aug 08, 1988","32.240","32.240","32.240","32.240","0.28%"
"Aug 05, 1988","32.150","32.150","32.150","32.150","0.09%"
"Aug 04, 1988","32.120","32.120","32.120","32.120","0.00%"
"Aug 03, 1988","32.120","32.120","32.120","32.120","0.16%"
"Aug 02, 1988","32.070","32.070","32.070","32.070","-0.06%"
"Aug 01, 1988","32.090","32.090","32.090","32.090","0.22%"
"Jul 29, 1988","32.020","32.020","32.020","32.020","-0.06%"
"Jul 28, 1988","32.040","32.040","32.040","32.040","0.00%"
"Jul 27, 1988","32.040","32.040","32.040","32.040","0.06%"
"Jul 26, 1988","32.020","32.020","32.020","32.020","0.09%"
"Jul 25, 1988","31.990","31.990","31.990","31.990","0.00%"
"Jul 22, 1988","31.990","31.990","31.990","31.990","-0.03%"
"Jul 21, 1988","32.000","32.000","32.000","32.000","0.09%"
"Jul 20, 1988","31.970","31.970","31.970","31.970","0.09%"
"Jul 19, 1988","31.940","31.940","31.940","31.940","0.00%"
"Jul 18, 1988","31.940","31.940","31.940","31.940","0.25%"
"Jul 15, 1988","31.860","31.860","31.860","31.860","0.16%"
"Jul 14, 1988","31.810","31.810","31.810","31.810","0.13%"
"Jul 13, 1988","31.770","31.770","31.770","31.770","0.09%"
"Jul 12, 1988","31.740","31.740","31.740","31.740","0.13%"
"Jul 11, 1988","31.700","31.700","31.700","31.700","0.19%"
"Jul 08, 1988","31.640","31.640","31.640","31.640","0.06%"
"Jul 07, 1988","31.620","31.620","31.620","31.620","0.09%"
"Jul 06, 1988","31.590","31.590","31.590","31.590","0.16%"
"Jul 05, 1988","31.540","31.540","31.540","31.540","0.19%"
"Jul 01, 1988","31.480","31.480","31.480","31.480","0.48%"
"Jun 30, 1988","31.330","31.330","31.330","31.330","0.00%"
"Jun 29, 1988","31.330","31.330","31.330","31.330","0.00%"
"Jun 28, 1988","31.330","31.330","31.330","31.330","0.10%"
"Jun 27, 1988","31.300","31.300","31.300","31.300","0.38%"
"Jun 24, 1988","31.180","31.180","31.180","31.180","0.00%"
"Jun 23, 1988","31.180","31.180","31.180","31.180","0.03%"
"Jun 22, 1988","31.170","31.170","31.170","31.170","0.10%"
"Jun 21, 1988","31.140","31.140","31.140","31.140","0.10%"
"Jun 20, 1988","31.110","31.110","31.110","31.110","0.06%"
"Jun 17, 1988","31.090","31.090","31.090","31.090","0.00%"
"Jun 16, 1988","31.090","31.090","31.090","31.090","0.00%"
"Jun 15, 1988","31.090","31.090","31.090","31.090","0.00%"
"Jun 14, 1988","31.090","31.090","31.090","31.090","0.03%"
"Jun 13, 1988","31.080","31.080","31.080","31.080","0.03%"
"Jun 10, 1988","31.070","31.070","31.070","31.070","0.00%"
"Jun 09, 1988","31.070","31.070","31.070","31.070","0.03%"
"Jun 08, 1988","31.060","31.060","31.060","31.060","0.00%"
"Jun 07, 1988","31.060","31.060","31.060","31.060","-0.03%"
"Jun 06, 1988","31.070","31.070","31.070","31.070","0.10%"
"Jun 03, 1988","31.040","31.040","31.040","31.040","0.00%"
"Jun 02, 1988","31.040","31.040","31.040","31.040","0.03%"
"Jun 01, 1988","31.030","31.030","31.030","31.030","0.06%"
"May 31, 1988","31.010","31.010","31.010","31.010","0.00%"
"May 27, 1988","31.010","31.010","31.010","31.010","0.00%"
"May 26, 1988","31.010","31.010","31.010","31.010","-0.03%"
"May 25, 1988","31.020","31.020","31.020","31.020","0.03%"
"May 24, 1988","31.010","31.010","31.010","31.010","0.00%"
"May 23, 1988","31.010","31.010","31.010","31.010","0.00%"
"May 20, 1988","31.010","31.010","31.010","31.010","0.00%"
"May 19, 1988","31.010","31.010","31.010","31.010","0.06%"
"May 18, 1988","30.990","30.990","30.990","30.990","0.00%"
"May 17, 1988","30.990","30.990","30.990","30.990","0.00%"
"May 16, 1988","30.990","30.990","30.990","30.990","0.00%"
"May 13, 1988","30.990","30.990","30.990","30.990","0.00%"
"May 12, 1988","30.990","30.990","30.990","30.990","0.03%"
"May 11, 1988","30.980","30.980","30.980","30.980","0.00%"
"May 10, 1988","30.980","30.980","30.980","30.980","0.00%"
"May 09, 1988","30.980","30.980","30.980","30.980","0.00%"
"May 06, 1988","30.980","30.980","30.980","30.980","0.00%"
"May 05, 1988","30.980","30.980","30.980","30.980","0.00%"
"May 04, 1988","30.980","30.980","30.980","30.980","0.00%"
"May 03, 1988","30.980","30.980","30.980","30.980","0.06%"
"May 02, 1988","30.960","30.960","30.960","30.960","0.00%"
"Apr 29, 1988","30.960","30.960","30.960","30.960","0.00%"
"Apr 28, 1988","30.960","30.960","30.960","30.960","-0.03%"
"Apr 27, 1988","30.970","30.970","30.970","30.970","0.00%"
"Apr 26, 1988","30.970","30.970","30.970","30.970","0.03%"
"Apr 25, 1988","30.960","30.960","30.960","30.960","0.06%"
"Apr 22, 1988","30.940","30.940","30.940","30.940","0.00%"
"Apr 21, 1988","30.940","30.940","30.940","30.940","0.00%"
"Apr 20, 1988","30.940","30.940","30.940","30.940","0.00%"
"Apr 19, 1988","30.940","30.940","30.940","30.940","0.00%"
"Apr 18, 1988","30.940","30.940","30.940","30.940","0.00%"
"Apr 15, 1988","30.940","30.940","30.940","30.940","0.00%"
"Apr 14, 1988","30.940","30.940","30.940","30.940","0.03%"
"Apr 13, 1988","30.930","30.930","30.930","30.930","0.00%"
"Apr 12, 1988","30.930","30.930","30.930","30.930","0.00%"
"Apr 11, 1988","30.930","30.930","30.930","30.930","0.00%"
"Apr 08, 1988","30.930","30.930","30.930","30.930","0.00%"
"Apr 07, 1988","30.930","30.930","30.930","30.930","0.03%"
"Apr 06, 1988","30.920","30.920","30.920","30.920","0.00%"
"Apr 05, 1988","30.920","30.920","30.920","30.920","0.03%"
"Apr 04, 1988","30.910","30.910","30.910","30.910","-0.03%"
"Mar 31, 1988","30.920","30.920","30.920","30.920","0.03%"
"Mar 30, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 29, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 28, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 25, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 24, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 23, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 22, 1988","30.910","30.910","30.910","30.910","0.00%"
"Mar 21, 1988","30.910","30.910","30.910","30.910","0.03%"
"Mar 18, 1988","30.900","30.900","30.900","30.900","0.03%"
"Mar 17, 1988","30.890","30.890","30.890","30.890","0.00%"
"Mar 16, 1988","30.890","30.890","30.890","30.890","0.03%"
"Mar 15, 1988","30.880","30.880","30.880","30.880","0.00%"
"Mar 14, 1988","30.880","30.880","30.880","30.880","0.00%"
"Mar 11, 1988","30.880","30.880","30.880","30.880","0.00%"
"Mar 10, 1988","30.880","30.880","30.880","30.880","-0.03%"
"Mar 09, 1988","30.890","30.890","30.890","30.890","0.00%"
"Mar 08, 1988","30.890","30.890","30.890","30.890","0.00%"
"Mar 07, 1988","30.890","30.890","30.890","30.890","0.00%"
"Mar 04, 1988","30.890","30.890","30.890","30.890","0.06%"
"Mar 03, 1988","30.870","30.870","30.870","30.870","0.00%"
"Mar 02, 1988","30.870","30.870","30.870","30.870","0.00%"
"Mar 01, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 29, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 26, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 25, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 24, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 23, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 22, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 19, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 18, 1988","30.870","30.870","30.870","30.870","0.00%"
"Feb 17, 1988","30.870","30.870","30.870","30.870","0.03%"
"Feb 16, 1988","30.860","30.860","30.860","30.860","0.00%"
"Feb 12, 1988","30.860","30.860","30.860","30.860","0.00%"
"Feb 11, 1988","30.860","30.860","30.860","30.860","0.00%"
"Feb 10, 1988","30.860","30.860","30.860","30.860","0.00%"
"Feb 09, 1988","30.860","30.860","30.860","30.860","0.00%"
"Feb 08, 1988","30.860","30.860","30.860","30.860","0.03%"
"Feb 05, 1988","30.850","30.850","30.850","30.850","0.00%"
"Feb 04, 1988","30.850","30.850","30.850","30.850","0.00%"
"Feb 03, 1988","30.850","30.850","30.850","30.850","0.00%"
"Feb 02, 1988","30.850","30.850","30.850","30.850","0.00%"
"Feb 01, 1988","30.850","30.850","30.850","30.850","0.03%"
"Jan 29, 1988","30.840","30.840","30.840","30.840","0.00%"
"Jan 28, 1988","30.840","30.840","30.840","30.840","0.00%"
"Jan 27, 1988","30.840","30.840","30.840","30.840","0.00%"
"Jan 26, 1988","30.840","30.840","30.840","30.840","0.00%"
"Jan 25, 1988","30.840","30.840","30.840","30.840","0.00%"
"Jan 22, 1988","30.840","30.840","30.840","30.840","0.06%"
"Jan 21, 1988","30.820","30.820","30.820","30.820","-0.03%"
"Jan 20, 1988","30.830","30.830","30.830","30.830","0.00%"
"Jan 19, 1988","30.830","30.830","30.830","30.830","0.03%"
"Jan 15, 1988","30.820","30.820","30.820","30.820","0.00%"
"Jan 14, 1988","30.820","30.820","30.820","30.820","0.03%"
"Jan 13, 1988","30.810","30.810","30.810","30.810","0.00%"
"Jan 12, 1988","30.810","30.810","30.810","30.810","0.00%"
"Jan 11, 1988","30.810","30.810","30.810","30.810","-0.03%"
"Jan 08, 1988","30.820","30.820","30.820","30.820","0.00%"
"Jan 07, 1988","30.820","30.820","30.820","30.820","0.00%"
"Jan 06, 1988","30.820","30.820","30.820","30.820","-0.03%"
"Jan 05, 1988","30.830","30.830","30.830","30.830","0.03%"
"Jan 04, 1988","30.820","30.820","30.820","30.820","0.13%"
"Dec 31, 1987","30.780","30.780","30.780","30.780","0.00%"
"Dec 30, 1987","30.780","30.780","30.780","30.780","0.10%"
"Dec 29, 1987","30.750","30.750","30.750","30.750","0.00%"
"Dec 28, 1987","30.750","30.750","30.750","30.750","0.20%"
"Dec 24, 1987","30.690","30.690","30.690","30.690","0.00%"
"Dec 23, 1987","30.690","30.690","30.690","30.690","0.00%"
"Dec 22, 1987","30.690","30.690","30.690","30.690","0.07%"
"Dec 21, 1987","30.670","30.670","30.670","30.670","0.07%"
"Dec 18, 1987","30.650","30.650","30.650","30.650","0.00%"
"Dec 17, 1987","30.650","30.650","30.650","30.650","0.03%"
"Dec 16, 1987","30.640","30.640","30.640","30.640","-0.03%"
"Dec 15, 1987","30.650","30.650","30.650","30.650","0.07%"
"Dec 14, 1987","30.630","30.630","30.630","30.630","0.00%"
"Dec 11, 1987","30.630","30.630","30.630","30.630","0.07%"
"Dec 10, 1987","30.610","30.610","30.610","30.610","0.07%"
"Dec 09, 1987","30.590","30.590","30.590","30.590","0.00%"
"Dec 08, 1987","30.590","30.590","30.590","30.590","0.07%"
"Dec 07, 1987","30.570","30.570","30.570","30.570","0.07%"
"Dec 04, 1987","30.550","30.550","30.550","30.550","0.00%"
"Dec 03, 1987","30.550","30.550","30.550","30.550","0.00%"
"Dec 02, 1987","30.550","30.550","30.550","30.550","0.07%"
"Dec 01, 1987","30.530","30.530","30.530","30.530","0.00%"
"Nov 30, 1987","30.530","30.530","30.530","30.530","0.00%"
"Nov 27, 1987","30.530","30.530","30.530","30.530","-0.03%"
"Nov 25, 1987","30.540","30.540","30.540","30.540","0.00%"
"Nov 24, 1987","30.540","30.540","30.540","30.540","0.00%"
"Nov 23, 1987","30.540","30.540","30.540","30.540","0.03%"
"Nov 20, 1987","30.530","30.530","30.530","30.530","0.00%"
"Nov 19, 1987","30.530","30.530","30.530","30.530","0.07%"
"Nov 18, 1987","30.510","30.510","30.510","30.510","0.00%"
"Nov 17, 1987","30.510","30.510","30.510","30.510","-0.03%"
"Nov 16, 1987","30.520","30.520","30.520","30.520","0.07%"
"Nov 13, 1987","30.500","30.500","30.500","30.500","-0.03%"
"Nov 12, 1987","30.510","30.510","30.510","30.510","0.03%"
"Nov 10, 1987","30.500","30.500","30.500","30.500","0.00%"
"Nov 09, 1987","30.500","30.500","30.500","30.500","0.00%"
"Nov 06, 1987","30.500","30.500","30.500","30.500","-0.07%"
"Nov 05, 1987","30.520","30.520","30.520","30.520","0.00%"
"Nov 04, 1987","30.520","30.520","30.520","30.520","0.00%"
"Nov 03, 1987","30.520","30.520","30.520","30.520","0.00%"
"Nov 02, 1987","30.520","30.520","30.520","30.520","0.16%"
"Oct 30, 1987","30.470","30.470","30.470","30.470","0.10%"
"Oct 29, 1987","30.440","30.440","30.440","30.440","0.00%"
"Oct 28, 1987","30.440","30.440","30.440","30.440","0.00%"
"Oct 27, 1987","30.440","30.440","30.440","30.440","0.07%"
"Oct 26, 1987","30.420","30.420","30.420","30.420","0.00%"
"Oct 23, 1987","30.420","30.420","30.420","30.420","0.07%"
"Oct 22, 1987","30.400","30.400","30.400","30.400","0.00%"
"Oct 21, 1987","30.400","30.400","30.400","30.400","0.00%"
"Oct 20, 1987","30.400","30.400","30.400","30.400","0.13%"
"Oct 19, 1987","30.360","30.360","30.360","30.360","0.00%"
"Oct 16, 1987","30.360","30.360","30.360","30.360","0.10%"
"Oct 15, 1987","30.330","30.330","30.330","30.330","-0.03%"
"Oct 14, 1987","30.340","30.340","30.340","30.340","0.00%"
"Oct 13, 1987","30.340","30.340","30.340","30.340","0.17%"
"Oct 09, 1987","30.290","30.290","30.290","30.290","0.00%"
"Oct 08, 1987","30.290","30.290","30.290","30.290","-0.07%"
"Oct 07, 1987","30.310","30.310","30.310","30.310","0.20%"
"Oct 06, 1987","30.250","30.250","30.250","30.250","0.00%"
"Oct 05, 1987","30.250","30.250","30.250","30.250","0.23%"
"Oct 02, 1987","30.180","30.180","30.180","30.180","0.00%"
"Oct 01, 1987","30.180","30.180","30.180","30.180","0.13%"
"Sep 30, 1987","30.140","30.140","30.140","30.140","0.10%"
"Sep 29, 1987","30.110","30.110","30.110","30.110","0.10%"
"Sep 28, 1987","30.080","30.080","30.080","30.080","0.17%"
"Sep 25, 1987","30.030","30.030","30.030","30.030","0.20%"
"Sep 24, 1987","29.970","29.970","29.970","29.970","0.00%"
"Sep 23, 1987","29.970","29.970","29.970","29.970","-0.03%"
"Sep 22, 1987","29.980","29.980","29.980","29.980","0.17%"
"Sep 21, 1987","29.930","29.930","29.930","29.930","-0.03%"
"Sep 18, 1987","29.940","29.940","29.940","29.940","0.20%"
"Sep 17, 1987","29.880","29.880","29.880","29.880","0.00%"
"Sep 16, 1987","29.880","29.880","29.880","29.880","0.00%"
"Sep 15, 1987","29.880","29.880","29.880","29.880","0.17%"
"Sep 14, 1987","29.830","29.830","29.830","29.830","0.24%"
"Sep 11, 1987","29.760","29.760","29.760","29.760","-0.27%"
"Sep 10, 1987","29.840","29.840","29.840","29.840","0.13%"
"Sep 09, 1987","29.800","29.800","29.800","29.800","0.00%"
"Sep 08, 1987","29.800","29.800","29.800","29.800","-0.03%"
"Sep 04, 1987","29.810","29.810","29.810","29.810","0.13%"
"Sep 03, 1987","29.770","29.770","29.770","29.770","0.00%"
"Sep 02, 1987","29.770","29.770","29.770","29.770","0.00%"
"Sep 01, 1987","29.770","29.770","29.770","29.770","0.00%"
"Aug 31, 1987","29.770","29.770","29.770","29.770","0.13%"
"Aug 28, 1987","29.730","29.730","29.730","29.730","0.00%"
"Aug 27, 1987","29.730","29.730","29.730","29.730","-0.03%"
"Aug 26, 1987","29.740","29.740","29.740","29.740","0.00%"
"Aug 25, 1987","29.740","29.740","29.740","29.740","0.00%"
"Aug 24, 1987","29.740","29.740","29.740","29.740","-0.07%"
"Aug 21, 1987","29.760","29.760","29.760","29.760","0.13%"
"Aug 20, 1987","29.720","29.720","29.720","29.720","0.10%"
"Aug 19, 1987","29.690","29.690","29.690","29.690","0.13%"
"Aug 18, 1987","29.650","29.650","29.650","29.650","0.00%"
"Aug 17, 1987","29.650","29.650","29.650","29.650","0.20%"
"Aug 14, 1987","29.590","29.590","29.590","29.590","0.00%"
"Aug 13, 1987","29.590","29.590","29.590","29.590","0.03%"
"Aug 12, 1987","29.580","29.580","29.580","29.580","0.00%"
"Aug 11, 1987","29.580","29.580","29.580","29.580","-0.03%"
"Aug 10, 1987","29.590","29.590","29.590","29.590","0.14%"
"Aug 07, 1987","29.550","29.550","29.550","29.550","0.00%"
"Aug 06, 1987","29.550","29.550","29.550","29.550","0.00%"
"Aug 05, 1987","29.550","29.550","29.550","29.550","0.14%"
"Aug 04, 1987","29.510","29.510","29.510","29.510","0.00%"
"Aug 03, 1987","29.510","29.510","29.510","29.510","0.03%"
"Jul 31, 1987","29.500","29.500","29.500","29.500","0.00%"
"Jul 30, 1987","29.500","29.500","29.500","29.500","0.00%"
"Jul 29, 1987","29.500","29.500","29.500","29.500","0.00%"
"Jul 28, 1987","29.500","29.500","29.500","29.500","0.00%"
"Jul 27, 1987","29.500","29.500","29.500","29.500","0.07%"
"Jul 24, 1987","29.480","29.480","29.480","29.480","0.00%"
"Jul 23, 1987","29.480","29.480","29.480","29.480","0.00%"
"Jul 22, 1987","29.480","29.480","29.480","29.480","0.03%"
"Jul 21, 1987","29.470","29.470","29.470","29.470","0.00%"
"Jul 20, 1987","29.470","29.470","29.470","29.470","0.14%"
"Jul 17, 1987","29.430","29.430","29.430","29.430","0.10%"
"Jul 16, 1987","29.400","29.400","29.400","29.400","-0.03%"
"Jul 15, 1987","29.410","29.410","29.410","29.410","0.10%"
"Jul 14, 1987","29.380","29.380","29.380","29.380","0.00%"
"Jul 13, 1987","29.380","29.380","29.380","29.380","0.17%"
"Jul 10, 1987","29.330","29.330","29.330","29.330","0.00%"
"Jul 09, 1987","29.330","29.330","29.330","29.330","-0.03%"
"Jul 08, 1987","29.340","29.340","29.340","29.340","0.14%"
"Jul 07, 1987","29.300","29.300","29.300","29.300","-0.03%"
"Jul 06, 1987","29.310","29.310","29.310","29.310","0.07%"
"Jul 03, 1987","29.290","29.290","29.290","29.290","0.00%"
"Jul 02, 1987","29.290","29.290","29.290","29.290","0.03%"
"Jul 01, 1987","29.280","29.280","29.280","29.280","0.00%"
"Jun 30, 1987","29.280","29.280","29.280","29.280","0.00%"
"Jun 29, 1987","29.280","29.280","29.280","29.280","0.03%"
"Jun 26, 1987","29.270","29.270","29.270","29.270","0.03%"
"Jun 25, 1987","29.260","29.260","29.260","29.260","0.00%"
"Jun 24, 1987","29.260","29.260","29.260","29.260","0.03%"
"Jun 23, 1987","29.250","29.250","29.250","29.250","0.00%"
"Jun 22, 1987","29.250","29.250","29.250","29.250","0.10%"
"Jun 19, 1987","29.220","29.220","29.220","29.220","0.00%"
"Jun 18, 1987","29.220","29.220","29.220","29.220","-0.03%"
"Jun 17, 1987","29.230","29.230","29.230","29.230","0.14%"
"Jun 16, 1987","29.190","29.190","29.190","29.190","0.00%"
"Jun 15, 1987","29.190","29.190","29.190","29.190","0.14%"
"Jun 12, 1987","29.150","29.150","29.150","29.150","0.17%"
"Jun 11, 1987","29.100","29.100","29.100","29.100","0.00%"
"Jun 10, 1987","29.100","29.100","29.100","29.100","0.00%"
"Jun 09, 1987","29.100","29.100","29.100","29.100","-0.03%"
"Jun 08, 1987","29.110","29.110","29.110","29.110","0.07%"
"Jun 05, 1987","29.090","29.090","29.090","29.090","0.10%"
"Jun 04, 1987","29.060","29.060","29.060","29.060","0.00%"
"Jun 03, 1987","29.060","29.060","29.060","29.060","-0.03%"
"Jun 02, 1987","29.070","29.070","29.070","29.070","0.10%"
"Jun 01, 1987","29.040","29.040","29.040","29.040","0.00%"
"May 29, 1987","29.040","29.040","29.040","29.040","0.07%"
"May 28, 1987","29.020","29.020","29.020","29.020","0.00%"
"May 27, 1987","29.020","29.020","29.020","29.020","0.03%"
"May 26, 1987","29.010","29.010","29.010","29.010","0.03%"
"May 22, 1987","29.000","29.000","29.000","29.000","0.00%"
"May 21, 1987","29.000","29.000","29.000","29.000","0.35%"
"May 20, 1987","28.900","28.900","28.900","28.900","-0.38%"
"May 19, 1987","29.010","29.010","29.010","29.010","0.00%"
"May 18, 1987","29.010","29.010","29.010","29.010","0.03%"
"May 15, 1987","29.000","29.000","29.000","29.000","0.00%"
"May 14, 1987","29.000","29.000","29.000","29.000","0.00%"
"May 12, 1987","29.000","29.000","29.000","29.000","0.00%"
"May 11, 1987","29.000","29.000","29.000","29.000","0.07%"
"May 08, 1987","28.980","28.980","28.980","28.980","0.00%"
"May 07, 1987","28.980","28.980","28.980","28.980","0.00%"
"May 06, 1987","28.980","28.980","28.980","28.980","0.07%"
"May 05, 1987","28.960","28.960","28.960","28.960","0.00%"
"May 04, 1987","28.960","28.960","28.960","28.960","0.00%"
"May 01, 1987","28.960","28.960","28.960","28.960","0.00%"
"Apr 30, 1987","28.960","28.960","28.960","28.960","0.00%"
"Apr 29, 1987","28.960","28.960","28.960","28.960","0.00%"
"Apr 28, 1987","28.960","28.960","28.960","28.960","0.07%"
"Apr 27, 1987","28.940","28.940","28.940","28.940","0.00%"
"Apr 24, 1987","28.940","28.940","28.940","28.940","-0.03%"
"Apr 23, 1987","28.950","28.950","28.950","28.950","0.00%"
"Apr 22, 1987","28.950","28.950","28.950","28.950","0.00%"
"Apr 21, 1987","28.950","28.950","28.950","28.950","0.00%"
"Apr 20, 1987","28.950","28.950","28.950","28.950","0.00%"
"Apr 16, 1987","28.950","28.950","28.950","28.950","0.07%"
"Apr 15, 1987","28.930","28.930","28.930","28.930","0.10%"
"Apr 14, 1987","28.900","28.900","28.900","28.900","0.00%"
"Apr 13, 1987","28.900","28.900","28.900","28.900","0.00%"
"Apr 10, 1987","28.900","28.900","28.900","28.900","0.10%"
"Apr 09, 1987","28.870","28.870","28.870","28.870","0.00%"
"Apr 08, 1987","28.870","28.870","28.870","28.870","0.10%"
"Apr 07, 1987","28.840","28.840","28.840","28.840","0.00%"
"Apr 06, 1987","28.840","28.840","28.840","28.840","0.07%"
"Apr 03, 1987","28.820","28.820","28.820","28.820","0.00%"
"Apr 02, 1987","28.820","28.820","28.820","28.820","0.00%"
"Apr 01, 1987","28.820","28.820","28.820","28.820","0.07%"
"Mar 31, 1987","28.800","28.800","28.800","28.800","0.00%"
"Mar 30, 1987","28.800","28.800","28.800","28.800","0.00%"
"Mar 27, 1987","28.800","28.800","28.800","28.800","0.00%"
"Mar 26, 1987","28.800","28.800","28.800","28.800","0.00%"
"Mar 25, 1987","28.800","28.800","28.800","28.800","0.03%"
"Mar 24, 1987","28.790","28.790","28.790","28.790","0.00%"
"Mar 23, 1987","28.790","28.790","28.790","28.790","0.00%"
"Mar 20, 1987","28.790","28.790","28.790","28.790","0.07%"
"Mar 19, 1987","28.770","28.770","28.770","28.770","0.00%"
"Mar 18, 1987","28.770","28.770","28.770","28.770","0.00%"
"Mar 17, 1987","28.770","28.770","28.770","28.770","-0.03%"
"Mar 16, 1987","28.780","28.780","28.780","28.780","0.00%"
"Mar 13, 1987","28.780","28.780","28.780","28.780","0.00%"
"Mar 12, 1987","28.780","28.780","28.780","28.780","0.03%"
"Mar 11, 1987","28.770","28.770","28.770","28.770","0.00%"
"Mar 10, 1987","28.770","28.770","28.770","28.770","0.03%"
"Mar 09, 1987","28.760","28.760","28.760","28.760","0.03%"
"Mar 06, 1987","28.750","28.750","28.750","28.750","-0.03%"
"Mar 05, 1987","28.760","28.760","28.760","28.760","0.00%"
"Mar 04, 1987","28.760","28.760","28.760","28.760","-3.36%"
"Mar 03, 1987","29.760","29.760","29.760","29.760","3.48%"
"Mar 02, 1987","28.760","28.760","28.760","28.760","0.03%"
"Feb 27, 1987","28.750","28.750","28.750","28.750","0.00%"
"Feb 26, 1987","28.750","28.750","28.750","28.750","0.00%"
"Feb 25, 1987","28.750","28.750","28.750","28.750","0.03%"
"Feb 24, 1987","28.740","28.740","28.740","28.740","0.14%"
"Feb 23, 1987","28.700","28.700","28.700","28.700","0.03%"
"Feb 20, 1987","28.690","28.690","28.690","28.690","0.10%"
"Feb 19, 1987","28.660","28.660","28.660","28.660","0.00%"
"Feb 18, 1987","28.660","28.660","28.660","28.660","0.07%"
"Feb 17, 1987","28.640","28.640","28.640","28.640","0.03%"
"Feb 13, 1987","28.630","28.630","28.630","28.630","0.00%"
"Feb 12, 1987","28.630","28.630","28.630","28.630","0.03%"
"Feb 11, 1987","28.620","28.620","28.620","28.620","0.00%"
"Feb 10, 1987","28.620","28.620","28.620","28.620","-0.03%"
"Feb 09, 1987","28.630","28.630","28.630","28.630","0.00%"
"Feb 06, 1987","28.630","28.630","28.630","28.630","0.03%"
"Feb 05, 1987","28.620","28.620","28.620","28.620","0.00%"
"Feb 04, 1987","28.620","28.620","28.620","28.620","0.00%"
"Feb 03, 1987","28.620","28.620","28.620","28.620","0.00%"
"Feb 02, 1987","28.620","28.620","28.620","28.620","0.03%"
"Jan 30, 1987","28.610","28.610","28.610","28.610","0.00%"
"Jan 29, 1987","28.610","28.610","28.610","28.610","0.00%"
"Jan 28, 1987","28.610","28.610","28.610","28.610","0.00%"
"Jan 27, 1987","28.610","28.610","28.610","28.610","0.03%"
"Jan 26, 1987","28.600","28.600","28.600","28.600","0.00%"
"Jan 23, 1987","28.600","28.600","28.600","28.600","0.03%"
